"","x"
"3636","timothy b of il wants you to support netneutralitynot big cable"
"3637","still waiting for netneutrality advocates to protest the chartertime warner mergeroh thats right they only cared when it was comcast"
"3638","heyliz s of nc wants you to support netneutrality not big cable"
"3639","heycory l of ca wants to know if you stand with big cable or support netneutrality"
"3640","heyg a of fl sez strong netneutrality enables innovation"
"3641","heyfred c of fl sez netneutrality should not be partisan its about innovation"
"3642","free marketers dont shill for cable monopoliesj s of ny sez support netneutrality"
"3643","heypam g of mn sez conservative voters support netneutrality why dont you"
"3644","do you stand with big cable or support netneutralitypete l of ny wants to know"
"3645","heymatthew c of mi sez netneutrality is the only way for a free market of internet services"
"3646","heyjoseph g of ca sez netneutrality should not be partisan its about innovation"
"3647","said that countries should just say no tonetneutrality"
"3648","heyruben t of ca sez big cable gets billions in subsidies stand with the people netneutrality"
"3649","heynorm k of ca wants to know why you arent siding with millions on netneutrality"
"3650","heycarolyn h of az sez you should side with the public on netneutrality not big cable"
"3651","conservative voters support netneutralityelijah t of ct wants to know why you dont too"
"3652","heyconnie h of ma sez big cable gets billions in subsidies stand with the people netneutrality"
"3653","heydavid s of ca sez big cable gets billions in subsidies stand with the people netneutrality"
"3654","heykevin z of wi sez netneutrality should not be partisan its about innovation"
"3655","if you are not paying for it you are the product profound upvoted india netneutrality"
"3656","free marketers dont shill for cable monopoliesgregg j of mn sez support netneutrality"
"3657","heyliz w of ma sez conservative voters support netneutrality why dont you"
"3658","heypat h of md sez free marketers dont shill for cable monopolies netneutrality"
"3659","tcotnetneutrality support gop cable status marriage american bill pjnetfotos"
"3660","sonia c of il wants you to support netneutralitynot big cable"
"3661","heypatricia c of pa sez big cable gets billions in subsidies stand with the people netneutrality"
"3662","heyperry k of ny wants you to support netneutrality not big cable"
"3663","heycarolyn b of nm sez strong netneutrality enables innovation"
"3664","heytimothy b of ut sez you should side with the public on netneutrality not big cable"
"3665","att promises to follow netneutrality if merger is approved or they could just follow the law regardless"
"3666","heykatie b of 
 wants you to support netneutrality not big cable"
"3667","want to help protect netneutrality run the internet health test and see if your isp is slowing you down"
"3668","kirsti t of wa sez side with the public on netneutralitynot big cable"
"3669","heylynne b of in sez you should side with the public on netneutrality not big cable"
"3670","heykyle g of il sez big cable gets billions in subsidies stand with the people netneutrality"
"3671","heyrachel b of ma wants to know if you stand with big cable or support netneutrality"
"3672","heyeric b of fl sez fast lanes hurt innovation support netneutrality"
"3673","heyleslie c of ny sez free marketers dont shill for cable monopolies netneutrality"
"3674","heypeter m of ut sez you should side with the public on netneutrality not big cable"
"3675","heydorothy l of wa sez strong netneutrality enables innovation"
"3676","heydebi g of ky sez you should side with the public on netneutrality not big cable"
"3677","support of netneutrality is based on the premise that man by nature is evil"
"3678","heycharlie g of tx sez big cable gets billions in subsidies stand with the people netneutrality"
"3679","free marketers dont shill for cable monopoliespatricia r of ca sez support netneutrality"
"3680","do you stand with big cable or support netneutralitynigel t of or wants to know"
"3681","heyshane b of ca sez netneutrality should not be partisan its about innovation"
"3682","heymiguel v of ca wants to know if you stand with big cable or support netneutrality"
"3683","heymargery w of ca sez netneutrality is the only way for a free market of internet services"
"3684","heyadam g of ri wants to know why you arent siding with millions on netneutrality"
"3685","heysue d of ca sez big cable gets billions in subsidies stand with the people netneutrality"
"3686","heymichael w of or sez you should side with the public on netneutrality not big cable"
"3687","have you taken the internet health test check it out and help protect netneutrality"
"3688","heyanna k of nh wants you to support netneutrality not big cable"
"3689","heytyler s of ca sez free marketers dont shill for cable monopolies netneutrality"
"3690","heydavid d of wv sez you should side with the public on netneutrality not big cable"
"3691","heyjanice b of ca sez free marketers dont shill for cable monopolies netneutrality"
"3692","heycarl n of ca sez fast lanes hurt innovation support netneutrality"
"3693","heyharry w of mo sez big cable gets billions in subsidies stand with the people netneutrality"
"3694","heyandrew s of mo sez conservative voters support netneutrality why dont you"
"3695","keith s of ny sez side with the public on netneutralitynot big cable"
"3696","james w of fl sez side with the public on netneutralitynot big cable"
"3697","amphow is it that there are no credibly large wisp challengers to the large incumbent isps netneutrality spectrum"
"3698","heyd s of co sez conservative voters support netneutrality why dont you"
"3699","lisa a of wa sez side with the public on netneutralitynot big cable"
"3700","conservative voters support netneutralitysteven g of ca wants to know why you dont too"
"3701","heyhenry c of il sez free marketers dont shill for cable monopolies netneutrality"
"3702","heybeverly m of tx wants you to support netneutrality not big cable"
"3703","heyangela g of hi wants to know why you arent siding with millions on netneutrality"
"3704","heycynthia r of ma sez conservative voters support netneutrality why dont you"
"3705","heydavid s of co sez strong netneutrality enables innovation"
"3706","do you stand with big cable or support netneutralitymarc l of tx wants to know"
"3707","adblocking from a netneutrality perspective"
"3708","heydeb l of ia wants you to support netneutrality not big cable"
"3709","heydeanna d of ca sez netneutrality is the only way for a free market of internet services"
"3710","heyjose m of fl sez fast lanes hurt innovation support netneutrality"
"3711","heyburney g of tx sez fast lanes hurt innovation support netneutrality"
"3712","heygabriel n of nj wants to know if you stand with big cable or support netneutrality"
"3713","do you stand with big cable or support netneutralitydebra h of mo wants to know"
"3714","conservative voters support netneutralityclarence n of co wants to know why you dont too"
"3715","ellen c of wa sez side with the public on netneutralitynot big cable"
"3716","att promises to follow netneutrality if merger is approved or they could just follow the law regardless"
"3717","heychris d of il wants you to support netneutrality not big cable"
"3718","heybeverly w m of ma sez fast lanes hurt innovation support netneutrality"
"3719","heysteven h of nm sez you should side with the public on netneutrality not big cable"
"3720","heymatthew l of va wants to know if you stand with big cable or support netneutrality"
"3721","alejandro d of fl sez side with the public on netneutralitynot big cable"
"3722","heycarlos d of md sez conservative voters support netneutrality why dont you"
"3723","richard m of co wants you to support netneutralitynot big cable"
"3724","do you stand with big cable or support netneutralitydoug p of ma wants to know"
"3725","heyjames c of ca sez free marketers dont shill for cable monopolies netneutrality"
"3726","derek s of ny sez side with the public on netneutralitynot big cable"
"3727","free marketers dont shill for cable monopoliesbob f of fl sez support netneutrality"
"3728","net neutralityno more internet discrimination broadband internetservice fcc netneutrality netneutralityrules"
"3729","heybenjamin g of in sez free marketers dont shill for cable monopolies netneutrality"
"3730","timothy c of oh wants you to support netneutralitynot big cable"
"3731","heyken s of or sez big cable gets billions in subsidies stand with the people netneutrality"
"3732","heyalexis s of ga wants to know why you arent siding with millions on netneutrality"
"3733","heyevan k of nh sez you should side with the public on netneutrality not big cable"
"3734","heyjames h of nm sez you should side with the public on netneutrality not big cable"
"3735","free marketers dont shill for cable monopoliescarol m of oh sez support netneutrality"
"3736","heychris d of ca wants to know if you stand with big cable or support netneutrality"
"3737","heymark m of fl wants to know if you stand with big cable or support netneutrality"
"3738","heyfrank h of pa sez fast lanes hurt innovation support netneutrality"
"3739","bradley s of fl sez side with the public on netneutralitynot big cable"
"3740","conservative voters support netneutralityedith c of md wants to know why you dont too"
"3741","grego s of or sez side with the public on netneutralitynot big cable"
"3742","eric i of co sez side with the public on netneutralitynot big cable"
"3743","conservative voters support netneutralitymary lou m of ca wants to know why you dont too"
"3744","heydarrel a of ia sez netneutrality is the only way for a free market of internet services"
"3745","bj a of va sez side with the public on netneutralitynot big cable"
"3746","heylinda w of pa sez free marketers dont shill for cable monopolies netneutrality"
"3747","heydeb l of ar sez netneutrality is the only way for a free market of internet services"
"3748","heyeileen n of in sez you should side with the public on netneutrality not big cable"
"3749","could your isp be behind those sluggish internet speeds take the internet health test nownet"
"3750","could your isp be behind those sluggish internet speeds take the internet health test nownet"
"3751","conservative voters support netneutralitychristopher m of ma wants to know why you dont too"
"3752","heypatricia f of ky sez conservative voters support netneutrality why dont you"
"3753","heyanthony f of nc sez free marketers dont shill for cable monopolies netneutrality"
"3754","heysebastian r of tx sez fast lanes hurt innovation support netneutrality"
"3755","heyamy d of fl sez netneutrality should not be partisan its about innovation"
"3756","heytyler b of mo sez free marketers dont shill for cable monopolies netneutrality"
"3757","heymary s of md wants to know if you stand with big cable or support netneutrality"
"3758","heyrobert m of mi sez you should side with the public on netneutrality not big cable"
"3759","heyedward r of ca sez free marketers dont shill for cable monopolies netneutrality"
"3760","conservative voters support netneutralitysean f of ca wants to know why you dont too"
"3761","wiforward john oliver hbois netneutrality deadnew threatlet fcc know what you think"
"3762","people vs fccwiforward moyersis netneutrality deadnew threatpbs st amendment"
"3763","heydaryl b of nj wants to know if you stand with big cable or support netneutrality"
"3764","theopen internet order haspages andfootnotes here is the quick summarynetneutral"
"3765","really great reporting fromon kochbacked antinetneutrality astroturfing"
"3766","do you stand with big cable or support netneutralityjohn m of wi wants to know"
"3767","net neutrality will make it harder to take risks on new ideas and business modelsnetneutrality"
"3768","heymark t of ny sez netneutrality is the only way for a free market of internet services"
"3769","heydan s of mo wants to know if you stand with big cable or support netneutrality"
"3770","heycynthia v of nm sez strong netneutrality enables innovation"
"3771","heypaul a of pa sez netneutrality should not be partisan its about innovation"
"3772","do you stand with big cable or support netneutralitymary dee w of wi wants to know"
"3773","heykathleen s of ca sez strong netneutrality enables innovation"
"3774","heyjim d of mt sez free marketers dont shill for cable monopolies netneutrality"
"3775","heyralph t of mi wants to know why you arent siding with millions on netneutrality"
"3776","heydiana w of de sez big cable gets billions in subsidies stand with the people netneutrality"
"3777","heyc m of ma sez big cable gets billions in subsidies stand with the people netneutrality"
"3778","heyheejae y of 
 sez free marketers dont shill for cable monopolies netneutrality"
"3779","heyjason m of pa sez big cable gets billions in subsidies stand with the people netneutrality"
"3780","do you stand with big cable or support netneutralityalexander r of wi wants to know"
"3781","heavyhand sectbroadband providers burdens contradict fcc supposed lighttouch forbearancenetneutrality"
"3782","free marketers dont shill for cable monopoliesmaryjo l of or sez support netneutrality"
"3783","free marketers dont shill for cable monopolieskelly c of fl sez support netneutrality"
"3784","free marketers dont shill for cable monopoliescarol k of mo sez support netneutrality"
"3785","fast lanes hurt innovationrenee v of tx sez support netneutrality"
"3786","heykenneth h of mi wants you to support netneutrality not big cable"
"3787","save netneutrality stopfasttrackwhy"
"3788","att promises to follow netneutrality if merger is approved or they could just follow the law regardless"
"3789","fast lanes hurt innovationdon s of ca sez support netneutrality"
"3790","heycorey e of nj wants to know why you arent siding with millions on netneutrality"
"3791","dearplease stand by the decision of the european parliament from aprilfor a strong netneutrality savetheinternet"
"3792","dearplease stand by the decision of the european parliament from aprilfor a strong netneutrality savetheinternet"
"3793","dearplease stand by the decision of the european parliament from aprilfor a strong netneutrality savetheinternet"
"3794","could your isp be behind those sluggish internet speeds take the internet health test nownet"
"3795","heycorey a of fl sez strong netneutrality enables innovation"
"3796","dearplease stand by the decision of the european parliament from aprilfor a strong netneutrality savetheinternet"
"3797","dearplease stand by the decision of the european parliament from aprilfor a strong netneutrality savetheinternet"
"3798","dearplease stand by the decision of the european parliament from aprilfor a strong netneutrality savetheinternet"
"3799","heyken v of or wants you to support netneutrality not big cable"
"3800","look forward to that thunderclap of kochbrothers anti netneutrality bullshit on june"
"3801","dearplease stand by the decision of the european parliament from aprilfor a strong netneutrality savetheinternet"
"3802","conservative voters support netneutralitybeth r of wi wants to know why you dont too"
"3803","could your isp be behind those sluggish internet speeds take the internet health test nownet"
"3804","heydoug t of sc sez big cable gets billions in subsidies stand with the people netneutrality"
"3805","heycynthia p of az sez big cable gets billions in subsidies stand with the people netneutrality"
"3806","heyashley c of il wants you to support netneutrality not big cable"
"3807","heyeric k of fl wants to know why you arent siding with millions on netneutrality"
"3808","heythomas j of fl sez strong netneutrality enables innovation"
"3809","could your isp be behind those sluggish internet speeds take the internet health test nownet"
"3810","conservative voters support netneutralityalice t of wa wants to know why you dont too"
"3811","could your isp be behind those sluggish internet speeds take the internet health test nownet"
"3812","heyrich l of fl wants you to support netneutrality not big cable"
"3813","heyearl f of nj wants to know why you arent siding with millions on netneutrality"
"3814","could your isp be behind those sluggish internet speeds take the internet health test nownet"
"3815","could your isp be behind those sluggish internet speeds take the internet health test nownet"
"3816","heydia t of co sez you should side with the public on netneutrality not big cable"
"3817","could your isp be behind those sluggish internet speeds take the internet health test nownet"
"3818","do you stand with big cable or support netneutralityc s of il wants to know"
"3819","dan p of pa sez side with the public on netneutralitynot big cable"
"3820","could your isp be behind those sluggish internet speeds take the internet health test nownet"
"3821","is your isp is slowing down your internet find out now help protect netneutrality"
"3822","heyjake p of ak sez conservative voters support netneutrality why dont you"
"3823","could your isp be behind those sluggish internet speeds take the internet health test nownet"
"3824","could your isp be behind those sluggish internet speeds take the internet health test nownet"
"3825","heyjan c of fl sez conservative voters support netneutrality why dont you"
"3826","could your isp be behind those sluggish internet speeds take the internet health test nownetneutrality"
"3827","kathleen f of il sez side with the public on netneutralitynot big cable"
"3828","ive been victimized by netneutrality amp"
"3829","heydarcy h of oh sez netneutrality should not be partisan its about innovation"
"3830","conservative voters support netneutralitygreat whiteof fl wants to know why you dont too"
"3831","do you stand with big cable or support netneutralitydarcy g of ne wants to know"
"3832","heykevin h of wa wants to know if you stand with big cable or support netneutrality"
"3833","randy m of mn wants you to support netneutralitynot big cable"
"3834","heysonia c of il sez conservative voters support netneutrality why dont you"
"3835","heypatricia c of pa sez conservative voters support netneutrality why dont you"
"3836","william e of ca sez side with the public on netneutralitynot big cable"
"3837","heyesther g of fl sez free marketers dont shill for cable monopolies netneutrality"
"3838","heyperry k of ny sez conservative voters support netneutrality why dont you"
"3839","heywilliam b of va sez big cable gets billions in subsidies stand with the people netneutrality"
"3840","heyliz i of mo wants you to support netneutrality not big cable"
"3841","heyterrence o of ny wants to know if you stand with big cable or support netneutrality"
"3842","heymarlena p of va wants to know if you stand with big cable or support netneutrality"
"3843","do you stand with big cable or support netneutralitymelissa b s of il wants to know"
"3844","heynancy v of ny sez strong netneutrality enables innovation"
"3845","fast lanes hurt innovationelizabeth c of ny sez support netneutrality"
"3846","heygreg b of oh sez fast lanes hurt innovation support netneutrality"
"3847","heybarbara p of ca wants you to support netneutrality not big cable"
"3848","heycarolyn b of nm sez netneutrality should not be partisan its about innovation"
"3849","richard p of ca sez side with the public on netneutralitynot big cable"
"3850","heychristopher p of me sez netneutrality is the only way for a free market of internet services"
"3851","heypatrick f of ny wants you to support netneutrality not big cable"
"3852","fast lanes hurt innovationmichael m of ia sez support netneutrality"
"3853","do you stand with big cable or support netneutralityrobert s of tx wants to know"
"3854","reginald b of az wants you to support netneutralitynot big cable"
"3855","heytimothy b of ut wants to know why you arent siding with millions on netneutrality"
"3856","free marketers dont shill for cable monopolieskatie b of 
 sez support netneutrality"
"3857","heyjean d of mn sez netneutrality is the only way for a free market of internet services"
"3858","do you stand with big cable or support netneutralitysean c of ma wants to know"
"3859","heycharles t of ne sez big cable gets billions in subsidies stand with the people netneutrality"
"3860","do you stand with big cable or support netneutralitysarah o of ca wants to know"
"3861","do you stand with big cable or support netneutralitymary jo w of fl wants to know"
"3862","heygianluca p of ca sez strong netneutrality enables innovation"
"3863","we support netneutrality"
"3864","news article about net neutrality 
opcyberprivacy netneutrality privacy rights cyberfail"
"3865","fast lanes hurt innovationelizabeth b of nj sez support netneutrality"
"3866","heycarol b of or sez strong netneutrality enables innovation"
"3867","heywarren w of co sez netneutrality is the only way for a free market of internet services"
"3868","heybrenda t of ga wants you to support netneutrality not big cable"
"3869","heybruce t of wi sez fast lanes hurt innovation support netneutrality"
"3870","heyhelen t of pa sez you should side with the public on netneutrality not big cable"
"3871","heyrachel h of in sez conservative voters support netneutrality why dont you"
"3872","news article about net neutrality 
opcyberprivacy netneutrality privacy rights cyberfail"
"3873","selina h of ca wants you to support netneutralitynot big cable"
"3874","the long battle about netneutrality in us"
"3875","heyjohn s of ca sez fast lanes hurt innovation support netneutrality"
"3876","heykirsti t of wa sez conservative voters support netneutrality why dont you"
"3877","heyclaude n of ms wants to know if you stand with big cable or support netneutrality"
"3878","heylynne b of in sez conservative voters support netneutrality why dont you"
"3879","heyeric e of ny wants you to support netneutrality not big cable"
"3880","the netneutrality fans and the copyright haters are the antivaxxers of tech"
"3881","heykyle g of il wants to know why you arent siding with millions on netneutrality"
"3882","if youre with anonymous then youre with netneutrality
gtlt
internetcountdown fcc senator h"
"3883","david s of ri wants you to support netneutralitynot big cable"
"3884","free marketers dont shill for cable monopoliesrachel b of ma sez support netneutrality"
"3885","heyedwina h of tn sez conservative voters support netneutrality why dont you"
"3886","heyelexcein k of wi sez fast lanes hurt innovation support netneutrality"
"3887","heydevon p of ma wants you to support netneutrality not big cable"
"3888","heychad i of mi sez you should side with the public on netneutrality not big cable"
"3889","mildred karaira g of fl sez side with the public on netneutralitynot big cable"
"3890","heyliz d of nj sez strong netneutrality enables innovation"
"3891","heywendy b of ny sez strong netneutrality enables innovation"
"3892","heyjae h of ca sez big cable gets billions in subsidies stand with the people netneutrality"
"3893","heyshinann e of or wants to know if you stand with big cable or support netneutrality"
"3894","heyalene b of wi sez big cable gets billions in subsidies stand with the people netneutrality"
"3895","heyeric b of fl sez netneutrality should not be partisan its about innovation"
"3896","fast lanes hurt innovationcheryl a of ut sez support netneutrality"
"3897","heyjames z of 
 sez netneutrality is the only way for a free market of internet services"
"3898","conservative voters support netneutralityalfredo g of ca wants to know why you dont too"
"3899","do you stand with big cable or support netneutralityhoward c of ca wants to know"
"3900","conservative voters support netneutralityjean francois s of 
 wants to know why you dont too"
"3901","heydaniel w of ct sez fast lanes hurt innovation support netneutrality"
"3902","conservative voters support netneutralitygary g of il wants to know why you dont too"
"3903","heyleslie c of ny sez conservative voters support netneutrality why dont you"
"3904","lorene r of ca wants you to support netneutralitynot big cable"
"3905","heypeter m of ut wants to know why you arent siding with millions on netneutrality"
"3906","heydorothy l of wa wants to know why you arent siding with millions on netneutrality"
"3907","heydebi g of ky sez conservative voters support netneutrality why dont you"
"3908","heychilisa w of ca sez you should side with the public on netneutrality not big cable"
"3909","heychristopher m of ca wants you to support netneutrality not big cable"
"3910","if netneutrality means equal treatment of all data packets on the network then why are we okay with isps providing such"
"3911","heycharlie g of tx sez netneutrality should not be partisan its about innovation"
"3912","heather f of ny wants you to support netneutralitynot big cable"
"3913","heyjeff n of nj sez strong netneutrality enables innovation"
"3914","heypatricia r of ca sez conservative voters support netneutrality why dont you"
"3915","heynigel t of or sez conservative voters support netneutrality why dont you"
"3916","heyharry g of ny sez fast lanes hurt innovation support netneutrality"
"3917","free marketers dont shill for cable monopoliesshane b of ca sez support netneutrality"
"3918","heypaul c of mn sez big cable gets billions in subsidies stand with the people netneutrality"
"3919","free marketers dont shill for cable monopoliesmiguel v of ca sez support netneutrality"
"3920","heykathleen s of ca sez fast lanes hurt innovation support netneutrality"
"3921","heyken b of tx sez big cable gets billions in subsidies stand with the people netneutrality"
"3922","folks who want to get the network economics behind netneutrality should watch this by"
"3923","heymargery w of ca sez netneutrality should not be partisan its about innovation"
"3924","heyevan s of co sez big cable gets billions in subsidies stand with the people netneutrality"
"3925","heygregory t of oh sez fast lanes hurt innovation support netneutrality"
"3926","heymary r of ga sez fast lanes hurt innovation support netneutrality"
"3927","heyadam g of ri sez free marketers dont shill for cable monopolies netneutrality"
"3928","heymichael b of mo sez conservative voters support netneutrality why dont you"
"3929","heysue d of ca wants to know why you arent siding with millions on netneutrality"
"3930","heya m of pa sez netneutrality is the only way for a free market of internet services"
"3931","conservative voters support netneutralitymary f of ny wants to know why you dont too"
"3932","heyrobert s of pa sez you should side with the public on netneutrality not big cable"
"3933","heymichael w of or sez netneutrality should not be partisan its about innovation"
"3934","heyjames c of nj sez netneutrality should not be partisan its about innovation"
"3935","netneutrality is only a starting point to improve accessincreasing competition amp preventing consolidation next"
"3936","heyclaire s of ca wants you to support netneutrality not big cable"
"3937","heyanna k of nh sez free marketers dont shill for cable monopolies netneutrality"
"3938","free marketers dont shill for cable monopoliestyler s of ca sez support netneutrality"
"3939","don m of fl wants you to support netneutralitynot big cable"
"3940","heydavid d of wv sez conservative voters support netneutrality why dont you"
"3941","do you stand with big cable or support netneutralityjohn l of ca wants to know"
"3942","george i of il wants you to support netneutralitynot big cable"
"3943","heyabraham k of mi wants you to support netneutrality not big cable"
"3944","mr some media needs netneutrality socitizens needneutralmedia is media neutral opinion please"
"3945","free marketers dont shill for cable monopoliesjanice b of ca sez support netneutrality"
"3946","its official netneutrality is now in the dictionary"
"3947","fast lanes hurt innovationanthony f of ga sez support netneutrality"
"3948","free marketers dont shill for cable monopoliescarl n of ca sez support netneutrality"
"3949","is your isp is slowing down your internet find out now help protect netneutrality"
"3950","heykeith p of ut sez big cable gets billions in subsidies stand with the people netneutrality"
"3951","heyharry w of mo sez netneutrality should not be partisan its about innovation"
"3952","heygeoffrey f of mn wants you to support netneutrality not big cable"
"3953","fast lanes hurt innovationgregory s of nm sez support netneutrality"
"3954","shaun m of in sez side with the public on netneutralitynot big cable"
"3955","danielle m of nm sez side with the public on netneutralitynot big cable"
"3956","heyamy g of ca wants you to support netneutrality not big cable"
"3957","dearplease stand by the decision of the european parliament from aprilfor a strong netneutrality savetheinternet"
"3958","heyandrew s of mo wants to know why you arent siding with millions on netneutrality"
"3959","do you stand with big cable or support netneutralitymarvin b of ky wants to know"
"3960","netneutralitytellssrahul will take up many issues of common man"
"3961","heybernadine d of ca sez netneutrality is the only way for a free market of internet services"
"3962","what happens when internet neutrality is taken awaynetneutrality socialmedia content internet"
"3963","heyjohn s of ca sez you should side with the public on netneutrality not big cable"
"3964","heyjoan k of va wants to know why you arent siding with millions on netneutrality"
"3965","conservative voters support netneutralitykristin w of ma wants to know why you dont too"
"3966","heykeith s of ny sez netneutrality should not be partisan its about innovation"
"3967","heymichelle b of ca sez you should side with the public on netneutrality not big cable"
"3968","heycharles d of oh wants you to support netneutrality not big cable"
"3969","why isblocking hbo go on playstation how is this legal netneutrality"
"3970","heymichael a of ca sez fast lanes hurt innovation support netneutrality"
"3971","heyjames w of fl wants to know why you arent siding with millions on netneutrality"
"3972","stan g of pa wants you to support netneutralitynot big cable"
"3973","heydouglas d of la sez big cable gets billions in subsidies stand with the people netneutrality"
"3974","heysteve n of fl sez fast lanes hurt innovation support netneutrality"
"3975","heyjoseph s of ca sez you should side with the public on netneutrality not big cable"
"3976","if netneutrality means equal treatment of all data packets on the network then why are we okay with isps providing such low upload speeds"
"3977","michael t of ca wants you to support netneutralitynot big cable"
"3978","heycourtney b of ky sez you should side with the public on netneutrality not big cable"
"3979","conservative voters support netneutralityerna b of co wants to know why you dont too"
"3980","heyerik s of fl sez strong netneutrality enables innovation"
"3981","heyd s of co sez free marketers dont shill for cable monopolies netneutrality"
"3982","heyellen s of ga wants you to support netneutrality not big cable"
"3983","zuckerberg wants to control what the nextbillion internet users do online speak outnetneutrality"
"3984","elizabeth t of ny wants you to support netneutralitynot big cable"
"3985","heyanu g of wa sez netneutrality is the only way for a free market of internet services"
"3986","heylisa a of wa sez free marketers dont shill for cable monopolies netneutrality"
"3987","dominic c of md wants you to support netneutralitynot big cable"
"3988","conservative voters support netneutralitymike k of ca wants to know why you dont too"
"3989","free marketers dont shill for cable monopoliessteven g of ca sez support netneutrality"
"3990","heysally p of mi wants you to support netneutrality not big cable"
"3991","free marketers dont shill for cable monopolieshenry c of il sez support netneutrality"
"3992","heybeverly m of tx sez netneutrality should not be partisan its about innovation"
"3993","heygary r of il sez big cable gets billions in subsidies stand with the people netneutrality"
"3994","have you taken the internet health test check it out and help protect netneutrality"
"3995","heyaxel s of 
 sez fast lanes hurt innovation support netneutrality"
"3996","heyolivia b of ar sez you should side with the public on netneutrality not big cable"
"3997","frank v of wa sez side with the public on netneutralitynot big cable"
"3998","heyelsie w of mo sez big cable gets billions in subsidies stand with the people netneutrality"
"3999","heyandrás f of nh sez netneutrality is the only way for a free market of internet services"
"4000","heyeric n of ny sez big cable gets billions in subsidies stand with the people netneutrality"
"4001","heygeorge m of pa sez big cable gets billions in subsidies stand with the people netneutrality"
"4002","fast lanes hurt innovationeric w of hi sez support netneutrality"
"4003","fast lanes hurt innovationfrank w of nj sez support netneutrality"
"4004","heyangela g of hi sez free marketers dont shill for cable monopolies netneutrality"
"4005","conservative voters support netneutralitygerald w of pa wants to know why you dont too"
"4006","heycynthia r of ma sez conservative voters support netneutrality why dont you"
"4007","heyannabel r of mn sez big cable gets billions in subsidies stand with the people netneutrality"
"4008","is your isp is slowing down your internet find out now help protect netneutrality"
"4009","heycliff h of or wants you to support netneutrality not big cable"
"4010","heyrobert c of ny sez netneutrality is the only way for a free market of internet services"
"4011","have you taken the internet health test check it out and help protect netneutrality"
"4012","heymikal b of ca sez fast lanes hurt innovation support netneutrality"
"4013","heyamy k of mi sez fast lanes hurt innovation support netneutrality"
"4014","heyrobert s of ca sez big cable gets billions in subsidies stand with the people netneutrality"
"4015","heydavid s of co wants to know why you arent siding with millions on netneutrality"
"4016","free marketers dont shill for cable monopoliesmarc l of tx sez support netneutrality"
"4017","heyhelen m m of ny sez fast lanes hurt innovation support netneutrality"
"4018","heydeb l of ia wants to know why you arent siding with millions on netneutrality"
"4019","mark h of co wants you to support netneutralitynot big cable"
"4020","have you taken the internet health test check it out and help protect netneutrality"
"4021","heyevelynn e of pa sez netneutrality is the only way for a free market of internet services"
"4022","heydeanna d of ca sez netneutrality should not be partisan its about innovation"
"4023","heyjose m of fl sez conservative voters support netneutrality why dont you"
"4024","think the netneutrality fight is over think again"
"4025","heyburney g of tx sez conservative voters support netneutrality why dont you"
"4026","fast lanes hurt innovationjanet s of ca sez support netneutrality"
"4027","have you taken the internet health test check it out and help protect netneutrality"
"4028","heydennis p of ca sez you should side with the public on netneutrality not big cable"
"4029","have you taken the internet health test check it out and help protect netneutrality"
"4030","heygabriel n of nj sez free marketers dont shill for cable monopolies netneutrality"
"4031","heydebra h of mo sez netneutrality should not be partisan its about innovation"
"4032","heystephen r of fl sez big cable gets billions in subsidies stand with the people netneutrality"
"4033","heycecelia b of ky sez netneutrality is the only way for a free market of internet services"
"4034","heygregory j of ky wants you to support netneutrality not big cable"
"4035","heymaureen m of tx sez big cable gets billions in subsidies stand with the people netneutrality"
"4036","heyjuliette c of nm wants you to support netneutrality not big cable"
"4037","heyclarence n of co sez free marketers dont shill for cable monopolies netneutrality"
"4038","heyellen c of wa wants to know why you arent siding with millions on netneutrality"
"4039","dearplease stand by the decision of the european parliament from aprilfor a strong netneutrality savetheinternet"
"4040","heychris d of il wants to know why you arent siding with millions on netneutrality"
"4041","heyjane g of ca sez you should side with the public on netneutrality not big cable"
"4042","free marketers dont shill for cable monopoliesbeverly w m of ma sez support netneutrality"
"4043","do you stand with big cable or support netneutralitygreg c of ny wants to know"
"4044","think the netneutrality fight is over think againuniteblue p"
"4045","heybob h of nc sez fast lanes hurt innovation support netneutrality"
"4046","check out our feedyoull see us fighting for netneutrality"
"4047","conservative voters support netneutralitymariann e of fl wants to know why you dont too"
"4048","fast lanes hurt innovationgerard b of mi sez support netneutrality"
"4049","christopher n of ca wants you to support netneutralitynot big cable"
"4050","richard m of ca sez side with the public on netneutralitynot big cable"
"4051","heysteven h of nm sez conservative voters support netneutrality why dont you"
"4052","heyjoyce k of az wants to know if you stand with big cable or support netneutrality"
"4053","heymatthew l of va sez free marketers dont shill for cable monopolies netneutrality"
"4054","we support netneutrality"
"4055","heyderek s of fl sez strong netneutrality enables innovation"
"4056","heyjames o of pa sez big cable gets billions in subsidies stand with the people netneutrality"
"4057","jason z of tx sez side with the public on netneutralitynot big cable"
"4058","heyalejandro d of fl sez netneutrality should not be partisan its about innovation"
"4059","heythomas b of md sez big cable gets billions in subsidies stand with the people netneutrality"
"4060","heycarlos d of md sez netneutrality should not be partisan its about innovation"
"4061","kearin c of ca wants you to support netneutralitynot big cable"
"4062","heyrichard m of co wants to know why you arent siding with millions on netneutrality"
"4063","heydoug p of ma wants to know why you arent siding with millions on netneutrality"
"4064","heywhitney t of sc wants to know why you arent siding with millions on netneutrality"
"4065","nsa verizon mahopac fios the cable box at the local video game store is not allowing me to change the channel fcc nsa netneutrality"
